Name,description,timestamp,begin,end,altitudeMode,tessellate,extrude,visibility,drawOrder,icon,DES_CLAV,RANGO_MA,MUESTRA,ESTADO,LONG_,LAT,TIPO_ROCA,ROCA,METODO,MINERAL,EDAD_MA,ERROR,TIPO_EDAD,HEREDADOS,REFERENCIA,UNIDAD,LOC_TIPO,OBSERVA,PDF,CARTA50,CARTA250,TABLACRONO
,,,,,,"-1","0","-1",,,Cuaternario-Holoceno,Actual - 0.0117,PO-101B',Puebla,-97.248341,18.920003,Piroclástica,Escoria y flujos de pómez,C,No reportado,"8760",70,,,"Carrasco y Rose, 1995 (en Rossotti y Carrasco-Nuñez, 2004)",,,Edad en años,,ORIZABA E14-B56,ORIZABA E14-6,http://www.stratigraphy.org/ICSchart/ChronostratChart2017-02SpanishAmer.jpg
,,,,,,"-1","0","-1",,,Cretácico Superior-Coniaciano,86.3 - 89.8,LPZ0,Puebla,-97.512237,18.424722,Volcánica,Piroclástica,Th-U,Pumita,"86.4",5.1,Edad de depósito post-caldera,,"Sourisseau et al., 2020",,,Edad de isócrona/Coordenadas estimadas,,TEHUACAN E14-B75,ORIZABA E14-6,http://www.stratigraphy.org/ICSchart/ChronostratChart2017-02SpanishAmer.jpg
,,,,,,"-1","0","-1",,,Cretácico Superior-Campaniano,72.1 - 83.6,LP1513F,Puebla,-97.512237,18.424722,Volcánica,Piroclástica,Th-U,Pumita,"78.2",2.8,Edad de depósito post-caldera,,"Sourisseau et al., 2020",,,Edad de isócrona/Coordenadas estimadas,,TEHUACAN E14-B75,ORIZABA E14-6,http://www.stratigraphy.org/ICSchart/ChronostratChart2017-02SpanishAmer.jpg
,,,,,,"-1","0","-1",,,Cretácico Superior-Campaniano,72.1 - 83.6,LP15101A,Puebla,-97.512237,18.424722,Volcánica,Piroclástica,Th-U,Depósito piroclástico,"72.7",2.1,Edad de depósito post-caldera,,"Sourisseau et al., 2020",,,Edad de isócrona/Coordenadas estimadas,,TEHUACAN E14-B75,ORIZABA E14-6,http://www.stratigraphy.org/ICSchart/ChronostratChart2017-02SpanishAmer.jpg
,,,,,,"-1","0","-1",,,Paleógeno-Paleoceno,56 - 66,LP1513K,Puebla,-97.512237,18.424722,Volcánica,Piroclástica,Th-U,Depósito piroclástico,"60.1",4,Edad de depósito post-caldera,,"Sourisseau et al., 2020",,,Edad de isócrona/Coordenadas estimadas,,TEHUACAN E14-B75,ORIZABA E14-6,http://www.stratigraphy.org/ICSchart/ChronostratChart2017-02SpanishAmer.jpg
,,,,,,"-1","0","-1",,,Neógeno-Mioceno,5.333 - 23.03,HF 7,Hidalgo,-99.600321,20.5006,Volcánica,Andesita,K-Ar,Roca total,"9",0.8,Edad de enfriamiento,,"Venegas et al., 1985",Faja Volcánica Trans-Mexicana,Taxbata,Coordenadas estimadas.,https://portal.sgm.gob.mx/GeoInfoMex_EdadesIso/PDF/CartaGeocronologicaNLTampsSLPHgo.pdf,TECOZAUTLA F14-C68,PACHUCA F14-11,http://www.stratigraphy.org/ICSchart/ChronostratChart2017-02SpanishAmer.jpg
,,,,,,"-1","0","-1",,,Neógeno-Mioceno,5.333 - 23.03,HFND16,Hidalgo,-99.700323,20.550598,Volcánica,Andesita porfídica,K-Ar,ND,"10.9",1.2,Edad de enfriamiento,,"Venegas et al., 1985",Faja Volcánica Trans-Mexicana,Volcán Sanganguey,Coordenadas estimadas.,https://portal.sgm.gob.mx/GeoInfoMex_EdadesIso/PDF/CartaGeocronologicaNLTampsSLPHgo.pdf,TEQUISQUIAPAN F14-C67,PACHUCA F14-11,http://www.stratigraphy.org/ICSchart/ChronostratChart2017-02SpanishAmer.jpg
,,,,,,"-1","0","-1",,,Paleógeno-Eoceno,33.9 - 56,Cb1DT,Hidalgo,-99.20412,20.871,Plutónica,Pórfido cuarzoriolítico,K-Ar,ND,"50.9",2.5,Edad de enfriamiento,,"JICA-CRM, 1980",,,,https://portal.sgm.gob.mx/GeoInfoMex_EdadesIso/PDF/CartaGeocronologicaNLTampsSLPHgo.pdf,San Nicolas F14-C59,PACHUCA F14-11,http://www.stratigraphy.org/ICSchart/ChronostratChart2017-02SpanishAmer.jpg
,,,,,,"-1","0","-1",,,Neógeno-Plioceno,2.58 - 5.333,*,Hidalgo,-99.500319,20.360607,Volcánica,Ignimbrita,K-Ar,ND,"4.2",0.3,Edad de enfriamiento,,"Milan y Herrera, 1987",,Huichapan,,https://portal.sgm.gob.mx/GeoInfoMex_EdadesIso/PDF/CartaGeocronologicaNLTampsSLPHgo.pdf,HUICHAPAN F14-C78,PACHUCA F14-11,http://www.stratigraphy.org/ICSchart/ChronostratChart2017-02SpanishAmer.jpg
,,,,,,"-1","0","-1",,,Neógeno-Plioceno,2.58 - 5.333,*,Hidalgo,-99.500319,20.360607,Volcánica,Ignimbrita,K-Ar,ND,"4.3",0.3,Edad de enfriamiento,,"Milan y Herrera, 1987",,Huichapan,,https://portal.sgm.gob.mx/GeoInfoMex_EdadesIso/PDF/CartaGeocronologicaNLTampsSLPHgo.pdf,HUICHAPAN F14-C78,PACHUCA F14-11,http://www.stratigraphy.org/ICSchart/ChronostratChart2017-02SpanishAmer.jpg
,,,,,,"-1","0","-1",,,Paleógeno-Eoceno,33.9 - 56,ACATEPEC 70-72.,Hidalgo,-98.27661667,20.9596667,Sedimentaria,Arenisca,U-Pb,Zircones detríticos,"54.8",1.4,Edad máxima de depósito,,"Cossey et al., 2019",,,Coordenadas estimadas,https://portal.sgm.gob.mx/GeoInfoMex_EdadesIso/PDF/CartaGeocronologicaNLTampsSLPHgo.pdf,CHICONTEPEC F14-D53,PACHUCA F14-11,http://www.stratigraphy.org/ICSchart/ChronostratChart2017-02SpanishAmer.jpg
,,,,,,"-1","0","-1",,,Cretácico Inferior-Barremiano,125 - 129.4,V1,Hidalgo,-99.38246111,20.7366972,Sedimentaria,Vetillas,Th-Pb,Zircón,"125.2",1.2,Edad de deformación,,"Fitz-Díaz et al., 2019",,,Coordenadas estimadas,https://portal.sgm.gob.mx/GeoInfoMex_EdadesIso/PDF/CartaGeocronologicaNLTampsSLPHgo.pdf,TECOZAUTLA F14-C68,PACHUCA F14-11,http://www.stratigraphy.org/ICSchart/ChronostratChart2017-02SpanishAmer.jpg
,,,,,,"-1","0","-1",,,Cretácico Inferior-Aptiano,113 - 125,V5,Hidalgo,-99.38246111,20.7366972,Sedimentaria,Vetillas,Th-Pb,Zircón,"120.3",6.5,Edad de deformación,,"Fitz-Díaz et al., 2019",,,Coordenadas estimadas,https://portal.sgm.gob.mx/GeoInfoMex_EdadesIso/PDF/CartaGeocronologicaNLTampsSLPHgo.pdf,TECOZAUTLA F14-C68,PACHUCA F14-11,http://www.stratigraphy.org/ICSchart/ChronostratChart2017-02SpanishAmer.jpg
,,,,,,"-1","0","-1",,,Neógeno-Mioceno,5.333 - 23.03,Mas 714,Jalisco,-103.710408,20.910572,Volcánica,Ignimbrita acanalada,K-Ar,Gubia,"14.5",0.41,,,"Moore et al., 1994",,Santa Rosa dam,,,TEQUILA F13-D54,GUADALAJARA  F13-12,http://www.stratigraphy.org/ICSchart/ChronostratChart2017-02SpanishAmer.jpg
,,,,,,"-1","0","-1",,,Cuaternario-Pleistoceno,0.0117 - 2.58,W 1,Jalisco,-103.420402,20.900573,Volcánica,Riolita,K-Ar,Sanidino,"1.39",0.5,,,"Spinnler et al., 1993",,Cerro Chicharron,,,SAN FRANCISCO TESITAN F13-D55,GUADALAJARA  F13-12,http://www.stratigraphy.org/ICSchart/ChronostratChart2017-02SpanishAmer.jpg
,,,,,,"-1","0","-1",,,Cuaternario-Pleistoceno,0.0117 - 2.58,"139",Jalisco,-103.084294,20.663413,Volcánica,Ignimbrita dacítica,K-Ar,Sanidino,"2.3",0.5,Edad de enfriamiento,,"Solé et al., 2007",,,,,GUADALAJARA ESTE F13-D66,GUADALAJARA  F13-12,http://www.stratigraphy.org/ICSchart/ChronostratChart2017-02SpanishAmer.jpg
,,,,,,"-1","0","-1",,,Paleógeno-Oligoceno,23.03 - 33.9,P-36,San Luis Potosí,-101.173611,21.911111,Volcánica,Ignimbrita,Ar-Ar,Sanidina,"28.12",0.02,Edad de emplazamiento,,"González-Naranjo et al., 2012",Ignimbrita Panalillo Superior,,,https://portal.sgm.gob.mx/GeoInfoMex_EdadesIso/PDF/CartaGeocronologicaNLTampsSLPHgo.pdf,SAN FRANCISCO F14-C13,GUANAJUATO F14-7,http://www.stratigraphy.org/ICSchart/ChronostratChart2017-02SpanishAmer.jpg
,,,,,,"-1","0","-1",,,Neógeno-Plioceno,2.58 - 5.333,995ND7B,Jalisco,-103.338509,20.772862,Volcánica,Ignimbrita,K-Ar,Roca total,"4.85",0.11,,,"Gilbert et al., 1985",,San Gaspar,,,SAN FRANCISCO TESITAN F13-D55,GUADALAJARA  F13-12,http://www.stratigraphy.org/ICSchart/ChronostratChart2017-02SpanishAmer.jpg
,,,,,,"-1","0","-1",,,Paleógeno-Oligoceno,23.03 - 33.9,ND,San Luis Potosí,-101.160142,21.820364,Volcánica,Ignimbrita,K-Ar,Roca total,"26.8",1.3,Edad de enfriamiento,,"Labarthe-Hernández et al., 1982",,,,https://portal.sgm.gob.mx/GeoInfoMex_EdadesIso/PDF/CartaGeocronologicaNLTampsSLPHgo.pdf,SAN FRANCISCO F14-C13,GUANAJUATO F14-7,http://www.stratigraphy.org/ICSchart/ChronostratChart2017-02SpanishAmer.jpg
,,,,,,"-1","0","-1",,,Paleógeno-Oligoceno,23.03 - 33.9,ND,San Luis Potosí,-101.030144,21.910364,Volcánica,Ignimbrita,K-Ar,Roca total,"29",1.5,Edad de enfriamiento,,"Labarthe-Hernández et al., 1982",,,,https://portal.sgm.gob.mx/GeoInfoMex_EdadesIso/PDF/CartaGeocronologicaNLTampsSLPHgo.pdf,SAN FRANCISCO F14-C13,GUANAJUATO F14-7,http://www.stratigraphy.org/ICSchart/ChronostratChart2017-02SpanishAmer.jpg
,,,,,,"-1","0","-1",,,Neógeno-Plioceno,2.58 - 5.333,KR-259,Jalisco,-104.569925,20.678081,Volcánica,Basalto alcalino,K-Ar,Matriz,"2.69",0.18,,,"Righter y Carmichael., 1992",Volcán El Vigia,Cerro El Vigia (Atenguillo),,,GUACHINANGO F13-D62,PUERTO VALLARTA F13-11,http://www.stratigraphy.org/ICSchart/ChronostratChart2017-02SpanishAmer.jpg
,,,,,,"-1","0","-1",,,Neógeno-Plioceno,2.58 - 5.333,KR-260,Jalisco,-104.576092,20.677748,Volcánica,Basalto alcalino,K-Ar,Matriz,"2.74",0.16,,,"Righter y Carmichael., 1992",Volcán El Vigia,Cerro El Vigia (Atenguillo),,,GUACHINANGO F13-D62,PUERTO VALLARTA F13-11,http://www.stratigraphy.org/ICSchart/ChronostratChart2017-02SpanishAmer.jpg
,,,,,,"-1","0","-1",,,Neógeno-Plioceno,2.58 - 5.333,KR-110,Jalisco,-104.541925,20.630583,Volcánica,Basalto alcalino,K-Ar,Matriz,"2.89",0.07,,,"Righter y Carmichael., 1992",Volcán Agua Zarca,Cerro Agua Zarca,,,GUACHINANGO F13-D62,PUERTO VALLARTA F13-11,http://www.stratigraphy.org/ICSchart/ChronostratChart2017-02SpanishAmer.jpg
,,,,,,"-1","0","-1",,,Neógeno-Plioceno,2.58 - 5.333,KR-109,Jalisco,-104.504257,20.63875,Volcánica,Basalto alcalino,K-Ar,Matriz,"3.55",0.21,,,"Righter y Carmichael., 1992",Volcán Tio Cleto,Cerro Tío Cleto,,,GUACHINANGO F13-D62,PUERTO VALLARTA F13-11,http://www.stratigraphy.org/ICSchart/ChronostratChart2017-02SpanishAmer.jpg
,,,,,,"-1","0","-1",,,Cuaternario-Pleistoceno,0.0117 - 2.58,"115",Jalisco,-104.558757,20.317599,Volcánica,Lamprófido,K-Ar,Matriz,"1.75",0.2,,,"Wallace y Carmichael., 1989",Frente W de la Faja Volcánica Trans-Mexicana,Atenguillo,,,ATENQUILLO F13-D72,PUERTO VALLARTA F13-11,http://www.stratigraphy.org/ICSchart/ChronostratChart2017-02SpanishAmer.jpg
,,,,,,"-1","0","-1",,,Cuaternario-Pleistoceno,0.0117 - 2.58,"155",Jalisco,-104.511757,20.412594,,Leucita Ol,K-Ar,Matriz,"2.5",0.07,,,"Wallace y Carmichael., 1989",Frente W de la Faja Volcánica Trans-Mexicana,Atenguillo,,,ATENQUILLO F13-D72,PUERTO VALLARTA F13-11,http://www.stratigraphy.org/ICSchart/ChronostratChart2017-02SpanishAmer.jpg
,,,,,,"-1","0","-1",,,Paleógeno-Eoceno,33.9 - 56,SLP  7,San Luis Potosí,-100.635542,22.453643,Volcánica,Andesita,K-Ar,Hornblenda,"37.7",1.9,Edad de enfriamiento,,"Ferrari et al., 1999",,La Redonda,,https://portal.sgm.gob.mx/GeoInfoMex_EdadesIso/PDF/CartaGeocronologicaNLTampsSLPHgo.pdf,PEOTILLOS F14-A75,SAN LUIS POTOSI F14-4,http://www.stratigraphy.org/ICSchart/ChronostratChart2017-02SpanishAmer.jpg
,,,,,,"-1","0","-1",,,Paleógeno-Oligoceno,23.03 - 33.9,S5B,Jalisco,-102.53205,20.685585,Volcánica,Volcánica,K-Ar,ND,"32",6,,,"Verma et al., 1985",,Arandas-Atotonilco,,,ATOTONILCO EL ALTO F13-D68,GUADALAJARA  F13-12,http://www.stratigraphy.org/ICSchart/ChronostratChart2017-02SpanishAmer.jpg
,,,,,,"-1","0","-1",,,Neógeno-Plioceno,2.58 - 5.333,"6",Jalisco,-103.347038,20.772752,Volcánica,Basalto,K-Ar,Roca total,"4.65",0.1,,,"Watkins et al., 1971",Faja Volcánica Trans-Mexicana,Sierra Volcanica Río Grande de Santiago,Coordenadas estimadas.,,SAN FRANCISCO TESITAN F13-D55,GUADALAJARA  F13-12,http://www.stratigraphy.org/ICSchart/ChronostratChart2017-02SpanishAmer.jpg
,,,,,,"-1","0","-1",,,Neógeno-Plioceno,2.58 - 5.333,"7",Jalisco,-103.349473,20.774235,Volcánica,Basalto,K-Ar,Roca total,"4.71",0.05,,,"Watkins et al., 1971",Faja Volcánica Trans-Mexicana,Sierra Volcanica Río Grande de Santiago,Coordenadas estimadas. Se hace una estimación promedio de muestras,,SAN FRANCISCO TESITAN F13-D55,GUADALAJARA  F13-12,http://www.stratigraphy.org/ICSchart/ChronostratChart2017-02SpanishAmer.jpg
,,,,,,"-1","0","-1",,,Paleógeno-Paleoceno,56 - 66,LP15102D,Puebla,-97.512237,18.424722,Volcánica,Piroclástica,Th-U,Depósito piroclástico,"58.7",1.4,Edad de depósito post-caldera,,"Sourisseau et al., 2020",,,Edad de isócrona/Coordenadas estimadas,,TEHUACAN E14-B75,ORIZABA E14-6,http://www.stratigraphy.org/ICSchart/ChronostratChart2017-02SpanishAmer.jpg
,,,,,,"-1","0","-1",,,Neógeno-Mioceno,5.333 - 23.03,"4",Jalisco,-103.3304,20.810578,Volcánica,Basalto,K-Ar,Roca total,"8.75",0.2,,,"Watkins et al., 1971",,Guadalajara - Arandas,,,CUQUIO F13-D56,GUADALAJARA  F13-12,http://www.stratigraphy.org/ICSchart/ChronostratChart2017-02SpanishAmer.jpg
,,,,,,"-1","0","-1",,,Neógeno-Mioceno,5.333 - 23.03,"3",Jalisco,-103.3104,20.830577,Volcánica,Ignimbrita,K-Ar,Roca total,"8.96",0.1,,,"Watkins et al., 1971",,Guadalajara - Arandas,Se hace una estimación promedio de muestras,,CUQUIO F13-D56,GUADALAJARA  F13-12,http://www.stratigraphy.org/ICSchart/ChronostratChart2017-02SpanishAmer.jpg
,,,,,,"-1","0","-1",,,Neógeno-Mioceno,5.333 - 23.03,"1",Jalisco,-103.3104,20.850576,Volcánica,Basalto,K-Ar,Roca total,"8.88",0.12,,,"Watkins et al., 1971",,Guadalajara - Arandas,Se hace una estimación promedio de muestras,,CUQUIO F13-D56,GUADALAJARA  F13-12,http://www.stratigraphy.org/ICSchart/ChronostratChart2017-02SpanishAmer.jpg
,,,,,,"-1","0","-1",,,Cuaternario-Pleistoceno,0.0117 - 2.58,CHO 4,Sinaloa,-108.388889,26.825278,Volcánica,Lava basáltica,Ar-Ar,Matriz,"0.138",0.107,Edad de enfriamiento,,"Ferrari et al., 2013",Campo Volcánico Choix,Huites,Edad de un experimento,https://portal.sgm.gob.mx/GeoInfoMex_EdadesIso/PDF/CartaGeocronologicaBCSSinNay.pdf,BACA G12-B58,HUATABAMPO G12-6,http://www.stratigraphy.org/ICSchart/ChronostratChart2017-02SpanishAmer.jpg
,,,,,,"-1","0","-1",,,Cretácico Superior-Campaniano,72.1 - 83.6,ELF-219,Sinaloa,-108.453714,26.466585,Volcánica,Flujo basáltico,U-Pb,Circón,"73",1.5,Edad de cristalización,,"Vega-Granillo et al., 2012",Fm. Guamúchil,El Fuerte,,https://portal.sgm.gob.mx/GeoInfoMex_EdadesIso/PDF/CartaGeocronologicaBCSSinNay.pdf,EL FUERTE G12-B78,HUATABAMPO G12-6,http://www.stratigraphy.org/ICSchart/ChronostratChart2017-02SpanishAmer.jpg
,,,,,,"-1","0","-1",,,Silúrico,419.2 - 443.8,ELF-202,Sinaloa,-108.466524,26.376014,Plutónica,Gabro,U-Pb,Circón,"430",15,Edad de cristalización,,"Vega-Granillo et al., 2012",Gabro Realito,El Fuerte,,https://portal.sgm.gob.mx/GeoInfoMex_EdadesIso/PDF/CartaGeocronologicaBCSSinNay.pdf,EL FUERTE G12-B78,HUATABAMPO G12-6,http://www.stratigraphy.org/ICSchart/ChronostratChart2017-02SpanishAmer.jpg
,,,,,,"-1","0","-1",,,Silúrico,419.2 - 443.8,ELF-202,Sinaloa,-108.466524,26.376014,Plutónica,Gabro,U-Pb,Circón,"430",15,Edad de cristalización,,"Vega-Granillo et al., 2012",Gabro Realito,El Fuerte,,https://portal.sgm.gob.mx/GeoInfoMex_EdadesIso/PDF/CartaGeocronologicaBCSSinNay.pdf,EL FUERTE G12-B78,HUATABAMPO G12-6,http://www.stratigraphy.org/ICSchart/ChronostratChart2017-02SpanishAmer.jpg
,,,,,,"-1","0","-1",,,Paleógeno-Eoceno,33.9 - 56,SF-45,Sinaloa,-108.877472,26.403083,Plutónica,Gabro,Ar-Ar,Anfíbol,"47",5,Edad de enfriamiento,,"Vega-Granillo et al., 2013",Gabro Macochin,,Coordenadas estimadas. Edad de isocrona.,https://portal.sgm.gob.mx/GeoInfoMex_EdadesIso/PDF/CartaGeocronologicaBCSSinNay.pdf,LAS ESTACAS G12-B77,HUATABAMPO G12-6,http://www.stratigraphy.org/ICSchart/ChronostratChart2017-02SpanishAmer.jpg
,,,,,,"-1","0","-1",,,Paleógeno-Paleoceno,56 - 66,UAKA-73-92,Sinaloa,-108.333859,26.800293,Plutónica,Granodiorita,K-Ar,Biotita,"59.9",1.3,Edad de enfriamiento,,"Damon et al., 1983",,Mina La Reforma,,https://portal.sgm.gob.mx/GeoInfoMex_EdadesIso/PDF/CartaGeocronologicaBCSSinNay.pdf,TASAJERAS G12-B59,HUATABAMPO G12-6,http://www.stratigraphy.org/ICSchart/ChronostratChart2017-02SpanishAmer.jpg
,,,,,,"-1","0","-1",,,Paleógeno-Paleoceno,56 - 66,"3",Sinaloa,-108.333859,26.800293,Plutónica,Granodiorita,K-Ar,ND,"59.9",1.3,Edad de enfriamiento,,"Salas, 1975",,"Mina La Reforma, Choix",,https://portal.sgm.gob.mx/GeoInfoMex_EdadesIso/PDF/CartaGeocronologicaBCSSinNay.pdf,TASAJERAS G12-B59,HUATABAMPO G12-6,http://www.stratigraphy.org/ICSchart/ChronostratChart2017-02SpanishAmer.jpg
,,,,,,"-1","0","-1",,,Pérmico-Guadalupiano,259.8 - 272.3,SFO-151,Sinaloa,-108.61024917,26.28704889,Metamórfica,Esquisto de biotita,U-Pb,Zircón,"271",0,Edades de procedencia,"1668, 1772, 1408","Vega-Granillo et al., 2020",,,Coordenadas estimadas,https://portal.sgm.gob.mx/GeoInfoMex_EdadesIso/PDF/CartaGeocronologicaBCSSinNay.pdf,EL FUERTE G12-B78,HUATABAMPO G12-6,http://www.stratigraphy.org/ICSchart/ChronostratChart2017-02SpanishAmer.jpg
,,,,,,"-1","0","-1",,,Paleógeno-Oligoceno,23.03 - 33.9,TG 52,San Luis Potosí,-100.886246,21.7737,Volcánica,Andesita,K-Ar,Roca total,"29.5",0.7,Edad de emplazamiento,,"Tristán-González et al., 2009",Complejo Volcánico Río Santa María,,,https://portal.sgm.gob.mx/GeoInfoMex_EdadesIso/PDF/CartaGeocronologicaNLTampsSLPHgo.pdf,SANTA MARIA DEL RIO F14-C14,GUANAJUATO F14-7,http://www.stratigraphy.org/ICSchart/ChronostratChart2017-02SpanishAmer.jpg
,,,,,,"-1","0","-1",,,Paleógeno-Oligoceno,23.03 - 33.9,SLP 01-44,San Luis Potosí,-100.734578,21.808146,Volcánica,Ignimbrita riolítica,K-Ar,Roca total,"31.3",0.7,Edad de emplazamiento,,"Tristán-González et al., 2009",Complejo Volcánico Río Santa María,,,https://portal.sgm.gob.mx/GeoInfoMex_EdadesIso/PDF/CartaGeocronologicaNLTampsSLPHgo.pdf,SANTA MARIA DEL RIO F14-C14,GUANAJUATO F14-7,http://www.stratigraphy.org/ICSchart/ChronostratChart2017-02SpanishAmer.jpg
,,,,,,"-1","0","-1",,,Paleógeno-Oligoceno,23.03 - 33.9,SLP 07-03,San Luis Potosí,-100.541798,21.822592,Plutónica,Sienita,K-Ar,Roca total,"31.5",0.7,Edad de emplazamiento,,"Tristán-González et al., 2009",Complejo Volcánico Río Santa María,,,https://portal.sgm.gob.mx/GeoInfoMex_EdadesIso/PDF/CartaGeocronologicaNLTampsSLPHgo.pdf,LA SALITRERA F14-C15,GUANAJUATO F14-7,http://www.stratigraphy.org/ICSchart/ChronostratChart2017-02SpanishAmer.jpg
,,,,,,"-1","0","-1",,,Paleógeno-Oligoceno,23.03 - 33.9,JAG 27-03,San Luis Potosí,-100.780694,21.887867,Volcánica,Traquita,K-Ar,Roca total,"31.6",0.7,Edad de emplazamiento,,"Tristán-González et al., 2009",Complejo Volcánico Río Santa María,,,https://portal.sgm.gob.mx/GeoInfoMex_EdadesIso/PDF/CartaGeocronologicaNLTampsSLPHgo.pdf,SANTA MARIA DEL RIO F14-C14,GUANAJUATO F14-7,http://www.stratigraphy.org/ICSchart/ChronostratChart2017-02SpanishAmer.jpg
,,,,,,"-1","0","-1",,,Paleógeno-Oligoceno,23.03 - 33.9,SLP 99-05,San Luis Potosí,-100.483471,21.971481,Volcánica,Ignimbrita riolítica,K-Ar,Feldespato K,"31.7",0.5,Edad de emplazamiento,,"Tristán-González et al., 2009",Complejo Volcánico Río Santa María,,,https://portal.sgm.gob.mx/GeoInfoMex_EdadesIso/PDF/CartaGeocronologicaNLTampsSLPHgo.pdf,LA SALITRERA F14-C15,GUANAJUATO F14-7,http://www.stratigraphy.org/ICSchart/ChronostratChart2017-02SpanishAmer.jpg
,,,,,,"-1","0","-1",,,Neoproterozoico,541 - 1000,OT-1,Puebla,-98.315841,18.518058,Sedimentaria,Arenisca,U-Pb,Circones detríticos,"649",28,Edad máxima de depósito,,"Keppie et al., 2008",Unidad Otate,,,,COATZINGO E14-B63,CUERNAVACA E14-5,http://www.stratigraphy.org/ICSchart/ChronostratChart2017-02SpanishAmer.jpg
,,,,,,"-1","0","-1",,,Carbonífero-Mississippiano,323.2 - 358.9,LMV-12,Puebla,-98.353341,18.526669,Metamórfica,Esquisto granatífero,Ar-Ar,Moscovita,"327",4,Edad de enfriamiento,,"Keppie et al., 2010",Suite Piaxtla,,,,IZUCAR DE MATAMOROS E14-B62,CUERNAVACA E14-5,http://www.stratigraphy.org/ICSchart/ChronostratChart2017-02SpanishAmer.jpg
,,,,,,"-1","0","-1",,,Paleógeno-Oligoceno,23.03 - 33.9,P5,San Luis Potosí,-101.115556,22.265556,Volcánica,Ignimbrita,K-Ar,Sanidina,"26.3",0.7,Edad de emplazamiento,,"González-Naranjo et al., 2012",,,,https://portal.sgm.gob.mx/GeoInfoMex_EdadesIso/PDF/CartaGeocronologicaNLTampsSLPHgo.pdf,AHUALULCO F14-A73,SAN LUIS POTOSI F14-4,http://www.stratigraphy.org/ICSchart/ChronostratChart2017-02SpanishAmer.jpg
,,,,,,"-1","0","-1",,,Paleógeno-Oligoceno,23.03 - 33.9,PAN9,San Luis Potosí,-101.122778,22.337222,Volcánica,Ignimbrita,K-Ar,Sanidina,"28.4",0.7,Edad de emplazamiento,,"González-Naranjo et al., 2012",,,,https://portal.sgm.gob.mx/GeoInfoMex_EdadesIso/PDF/CartaGeocronologicaNLTampsSLPHgo.pdf,AHUALULCO F14-A73,SAN LUIS POTOSI F14-4,http://www.stratigraphy.org/ICSchart/ChronostratChart2017-02SpanishAmer.jpg
,,,,,,"-1","0","-1",,,Paleógeno-Oligoceno,23.03 - 33.9,ND,San Luis Potosí,-101.025012,22.488085,Volcánica,Andesita,K-Ar,Roca total,"1.23",0.1,Edad de enfriamiento,,"Idier, 2003",Volcán de Cascarón,,,https://portal.sgm.gob.mx/GeoInfoMex_EdadesIso/PDF/CartaGeocronologicaNLTampsSLPHgo.pdf,AHUALULCO F14-A73,SAN LUIS POTOSI F14-4,http://www.stratigraphy.org/ICSchart/ChronostratChart2017-02SpanishAmer.jpg
,,,,,,"-1","0","-1",,,Paleógeno-Oligoceno,23.03 - 33.9,IMP 619,San Luis Potosí,-100.380172,22.620367,Plutónica,Granito,K-Ar,Biotita,"28",2,Edad de enfriamiento,,"Murillo-Muñetón y Torres-Vargas., 1987",,El Realejo,,https://portal.sgm.gob.mx/GeoInfoMex_EdadesIso/PDF/CartaGeocronologicaNLTampsSLPHgo.pdf,GUADALCAZAR F14-A65,SAN LUIS POTOSI F14-4,http://www.stratigraphy.org/ICSchart/ChronostratChart2017-02SpanishAmer.jpg
,,,,,,"-1","0","-1",,,Paleógeno-Oligoceno,23.03 - 33.9,M-3,San Luis Potosí,-100.380174,22.660367,Plutónica,Granito,K-Ar,Biotita,"31",2,Edad de enfriamiento,,"Murillo-Muñetón y Torres-Vargas., 1987",,El Realejo,,https://portal.sgm.gob.mx/GeoInfoMex_EdadesIso/PDF/CartaGeocronologicaNLTampsSLPHgo.pdf,GUADALCAZAR F14-A65,SAN LUIS POTOSI F14-4,http://www.stratigraphy.org/ICSchart/ChronostratChart2017-02SpanishAmer.jpg
,,,,,,"-1","0","-1",,,Cuaternario-Pleistoceno,0.0117 - 2.58,TG 49,San Luis Potosí,-100.629879,22.276477,Volcánica,Basalto,K-Ar,Roca total,"0.59",0.06,Edad de emplazamiento,,"Tristán-González et al., 2009",Complejo Volcánico Villa Hidalgo,,,https://portal.sgm.gob.mx/GeoInfoMex_EdadesIso/PDF/CartaGeocronologicaNLTampsSLPHgo.pdf,PEOTILLOS F14-A75,SAN LUIS POTOSI F14-4,http://www.stratigraphy.org/ICSchart/ChronostratChart2017-02SpanishAmer.jpg
,,,,,,"-1","0","-1",,,Neógeno-Plioceno,2.58 - 5.333,55-26B,Jalisco,-103.408492,20.785268,Volcánica,Ignimbrita,K-Ar,Sanidino,"3.23",0.08,,,"Gilbert et al., 1985",,,,,SAN FRANCISCO TESITAN F13-D55,GUADALAJARA  F13-12,http://www.stratigraphy.org/ICSchart/ChronostratChart2017-02SpanishAmer.jpg
,,,,,,"-1","0","-1",,,Neógeno-Mioceno,5.333 - 23.03,PM-180,Jalisco,-102.259285,20.89675,Volcánica,Basalto,K-Ar,Plagioclasa,"17",2,Edad de enfriamiento,,"Solé et al., 2007",,,,,PRESA NUEVA DE JALPA F13-D59,GUADALAJARA  F13-12,http://www.stratigraphy.org/ICSchart/ChronostratChart2017-02SpanishAmer.jpg
